drug1,drug2,classes,source_line,mechanism,source_file_id
D04681,D01280,P,89,unclassified,d0102
D04681,D01292,P,90,unclassified,d0102
D04681,D01293,P,91,unclassified,d0102
D04681,D01296,CI,92,unclassified,d0102
D04681,D01302,P,93,unclassified,d0102
D04681,D01324,P,94,unclassified,d0102
D04681,D01328,P,95,unclassified,d0102
D04681,D01347,CI,96,unclassified,d0102
D04681,D01355,CI,97,unclassified,d0102
D04681,D01358,CI,98,unclassified,d0102
D04681,D01383,CI,99,unclassified,d0102
D04681,D01386,P,100,unclassified,d0102
D04681,D01389,P,101,unclassified,d0102
D04681,D01399,P,102,unclassified,d0102
D04681,D01408,P,103,unclassified,d0102
D04681,D01451,P,104,unclassified,d0102
D04681,D01453,P,105,unclassified,d0102
D04681,D01481,P,106,unclassified,d0102
D04681,D01514,P,107,unclassified,d0102
D04681,D01564,P,108,unclassified,d0102
D04681,D01599,P,109,unclassified,d0102
D04681,D01657,P,110,unclassified,d0102
D04681,D01665,P,111,unclassified,d0102
D04681,D01744,P,112,unclassified,d0102
D04681,D01832,P,113,unclassified,d0102
D04681,D01854,P,114,unclassified,d0102
D04681,D01872,P,115,unclassified,d0102
D04681,D01875,P,116,unclassified,d0102
D04681,D01898,P,117,unclassified,d0102
D04681,D01903,P,118,unclassified,d0102
D04681,D02016,P,119,unclassified,d0102
D04681,D02034,CI,120,unclassified,d0102
D04681,D02064,P,121,unclassified,d0102
D04681,D02069,P,122,unclassified,d0102
D04681,D02076,P,123,unclassified,d0102
D04681,D02101,P,124,unclassified,d0102
D04681,D02102,P,125,unclassified,d0102
D04681,D02109,P,126,unclassified,d0102
D04681,D02234,P,127,unclassified,d0102
D04681,D02242,CI,128,unclassified,d0102
D04681,D02246,P,129,unclassified,d0102
D04681,D02247,P,130,unclassified,d0102
D04681,D02260,CI,131,unclassified,d0102
D04681,D02271,P,132,unclassified,d0102
D04681,D02408,CI,133,unclassified,d0102
D04681,D02409,P,134,unclassified,d0102
D04681,D02535,P,135,unclassified,d0102
D04681,D02562,CI,136,Target: MAOB,d0102
D04681,D02567,CI,137,unclassified,d0102
D04681,D02574,CI,138,unclassified,d0102
D04681,D03230,P,139,unclassified,d0102
D04681,D03250,P,140,unclassified,d0102
D04681,D03855,CI,141,unclassified,d0102
D04681,D04044,P,142,unclassified,d0102
D04681,D04052,P,143,unclassified,d0102
D04681,D04062,P,144,unclassified,d0102
D04681,D04081,P,145,unclassified,d0102
D04681,D04148,CI,146,unclassified,d0102
D04681,D04251,CI,147,unclassified,d0102
D04681,D04259,P,148,unclassified,d0102
D04681,D04261,P,149,unclassified,d0102
D04681,D04313,P,150,unclassified,d0102
D04681,D04340,P,151,unclassified,d0102
D04681,D04342,P,152,unclassified,d0102
D04681,D04364,P,153,unclassified,d0102
D04681,D04447,P,154,unclassified,d0102
D04681,D04475,P,155,unclassified,d0102
D04681,D04477,P,156,unclassified,d0102
D04681,D04539,P,157,unclassified,d0102
D04681,D04540,P,158,unclassified,d0102
D04681,D04547,P,159,unclassified,d0102
D04681,D04747,CI,160,unclassified,d0102
D04681,D04813,P,161,unclassified,d0102
D04681,D05462,P,162,unclassified,d0102
D04681,D06273,P,163,unclassified,d0102
D04681,D06553,P,164,unclassified,d0102
D04681,D06645,P,165,unclassified,d0102
D04681,D06698,P,166,unclassified,d0102
D04681,D06921,P,167,unclassified,d0102
D04681,D06927,P,168,unclassified,d0102
D04681,D06928,P,169,unclassified,d0102
D04681,D06951,P,170,unclassified,d0102
D04681,D06953,P,171,unclassified,d0102
D04681,D06955,P,172,unclassified,d0102
D04681,D06956,P,173,unclassified,d0102
D04681,D06987,P,174,unclassified,d0102
D04681,D06994,P,175,unclassified,d0102
D04681,D07041,P,176,unclassified,d0102
D04681,D07042,P,177,unclassified,d0102
D04681,D07043,P,178,unclassified,d0102
D04681,D07044,P,179,unclassified,d0102
D04681,D07045,P,180,unclassified,d0102
D04681,D07048,P,181,unclassified,d0102
D04681,D07080,P,182,unclassified,d0102
D04681,D07132,P,183,unclassified,d0102
D04681,D07583,P,184,unclassified,d0102
D04681,D08080,P,185,unclassified,d0102
D04681,D08575,CI,186,unclassified,d0102
D04681,D08695,P,187,unclassified,d0102
D04681,D08769,P,188,unclassified,d0102
D04681,D08897,P,189,unclassified,d0102
D04681,D08923,P,190,unclassified,d0102
D04681,D09186,P,191,unclassified,d0102
D04681,D09319,P,192,unclassified,d0102
D04681,D09566,P,193,unclassified,d0102
D04681,D09592,P,194,unclassified,d0102
D04681,D09727,P,195,unclassified,d0102
D04681,D09744,P,196,unclassified,d0102
D04681,D09753,P,197,unclassified,d0102
D04681,D09756,P,198,unclassified,d0102
D04681,D09763,P,199,unclassified,d0102
D04681,D09780,P,200,unclassified,d0102
D04681,D09848,P,201,unclassified,d0102
D04681,D09889,P,202,unclassified,d0102
D04681,D09978,P,203,unclassified,d0102
D04681,D09999,CI,204,unclassified,d0102
D04681,D10159,P,205,unclassified,d0102
D04681,D10160,P,206,unclassified,d0102
D04681,D10179,P,207,unclassified,d0102
D04681,D10185,CI,208,unclassified,d0102
D04681,D10191,CI,209,Target: MAOB,d0102
D04681,D10195,P,210,unclassified,d0102
D04681,D10200,P,211,unclassified,d0102
D04681,D10252,P,212,unclassified,d0102
D04681,D10253,P,213,unclassified,d0102
D04681,D10293,P,214,unclassified,d0102
D04681,D10298,P,215,unclassified,d0102
D04681,D10317,P,216,unclassified,d0102
D04681,D10424,P,217,unclassified,d0102
D04681,D10459,P,218,unclassified,d0102
D04681,D10505,P,219,unclassified,d0102
D04681,D10570,P,220,unclassified,d0102
D04681,D10588,P,221,unclassified,d0102
D04681,D10743,P,222,unclassified,d0102
D04681,D10744,P,223,unclassified,d0102
D04681,D10825,P,224,unclassified,d0102
D04681,D10854,P,225,unclassified,d0102
D04681,D10897,P,226,unclassified,d0102
D04681,D10967,P,227,unclassified,d0102
D04681,D10999,P,228,unclassified,d0102
D04681,D11034,P,229,unclassified,d0102
D04681,D11064,P,230,unclassified,d0102
D04681,D11109,P,231,unclassified,d0102
D04681,D11290,P,232,unclassified,d0102
D04681,D11567,P,233,unclassified,d0102
D04681,D11807,P,234,unclassified,d0102
D04681,D11861,P,235,unclassified,d0102
D04681,D11862,P,236,unclassified,d0102
D04681,D12358,P,237,unclassified,d0102
D04681,D12437,P,238,unclassified,d0102
D04681,D13245,P,239,unclassified,d0102
D05033,D00076,P,1,unclassified,d0105
D05033,D00095,P,2,unclassified,d0105
D05033,D00216,P,3,unclassified,d0105
D05033,D00225,P,4,unclassified,d0105
D05033,D00228,CI,5,unclassified,d0105
D05033,D00265,P,6,unclassified,d0105
D05033,D00267,P,7,unclassified,d0105
D05033,D00280,P,8,unclassified,d0105
D05033,D00283,P,9,unclassified,d0105
D05033,D00293,P,10,unclassified,d0105
D05033,D00308,P,11,unclassified,d0105
D05033,D00311,P,12,unclassified,d0105
D05033,D00320,P,13,unclassified,d0105
D05033,D00336,P,14,unclassified,d0105
D05033,D00365,P,15,unclassified,d0105
D05033,D00367,CI,16,unclassified,d0105
D05033,D00387,P,17,unclassified,d0105
D05033,D00388,P,18,unclassified,d0105
D05033,D00402,P,19,unclassified,d0105
D05033,D00415,CI,20,unclassified,d0105
D05033,D00451,CI,21,unclassified,d0105
D05033,D00457,P,22,unclassified,d0105
D05033,D00474,P,23,unclassified,d0105
D05033,D00481,P,24,unclassified,d0105
D05033,D00506,P,25,unclassified,d0105
D05033,D00511,P,26,unclassified,d0105
D05033,D00520,CI,27,unclassified,d0105
D05033,D00531,P,28,unclassified,d0105
D05033,D00550,P,29,unclassified,d0105
D05033,D00563,CI,30,unclassified,d0105
D05033,D00593,P,31,unclassified,d0105
D05033,D00594,P,32,unclassified,d0105
D05033,D00625,P,33,unclassified,d0105
D05033,D00633,P,34,Enzyme-Target: MAOB,d0105
D05033,D00665,P,35,unclassified,d0105
D05033,D00666,P,36,unclassified,d0105
D05033,D00668,P,37,unclassified,d0105
D05033,D00669,P,38,unclassified,d0105
D05033,D00672,P,39,unclassified,d0105
D05033,D00675,CI,40,unclassified,d0105
D05033,D00676,CI,41,unclassified,d0105
D05033,D00677,P,42,unclassified,d0105
D05033,D00678,P,43,unclassified,d0105
D05033,D00694,P,44,unclassified,d0105
D05033,D00701,P,45,unclassified,d0105
D05033,D00713,P,46,unclassified,d0105
D05033,D00714,P,47,unclassified,d0105
D05033,D00720,P,48,unclassified,d0105
D05033,D00722,P,49,unclassified,d0105
D05033,D00744,P,50,unclassified,d0105
D05033,D00765,P,51,unclassified,d0105
D05033,D00770,P,52,unclassified,d0105
D05033,D00781,P,53,unclassified,d0105
D05033,D00785,CI,54,Target: MAOB,d0105
D05033,D00787,P,55,unclassified,d0105
D05033,D00809,CI,56,unclassified,d0105
D05033,D00811,CI,57,unclassified,d0105
D05033,D00815,CI,58,unclassified,d0105
D05033,D00816,CI,59,unclassified,d0105
D05033,D00818,CI,60,unclassified,d0105
D05033,D00820,P,61,unclassified,d0105
D05033,D00821,CI,62,unclassified,d0105
D05033,D00824,CI,63,unclassified,d0105
D05033,D00825,CI,64,unclassified,d0105
D05033,D00836,P,65,unclassified,d0105
D05033,D00839,P,66,unclassified,d0105
D05033,D00842,P,67,unclassified,d0105
D05033,D00848,P,68,unclassified,d0105
D05033,D00944,P,69,unclassified,d0105
D05033,D00945,P,70,unclassified,d0105
D05033,D00947,P,71,unclassified,d0105
D05033,D01007,P,72,unclassified,d0105
D05033,D01008,CI,73,unclassified,d0105
D05033,D01021,CI,74,unclassified,d0105
D05033,D01022,P,75,unclassified,d0105
D05033,D01096,P,76,unclassified,d0105
D05033,D01107,CI,77,unclassified,d0105
D05033,D01111,P,78,unclassified,d0105
D05033,D01165,P,79,unclassified,d0105
D05033,D01179,CI,80,unclassified,d0105
D05033,D01226,P,81,unclassified,d0105
D05033,D01230,P,82,unclassified,d0105
D05033,D01245,P,83,unclassified,d0105
D05033,D01253,P,84,unclassified,d0105
D05033,D01268,P,85,unclassified,d0105
D05033,D01269,P,86,unclassified,d0105
D05033,D01277,P,87,unclassified,d0105
D05033,D01278,P,88,unclassified,d0105
D05033,D01280,P,89,unclassified,d0105
D05033,D01292,P,90,unclassified,d0105
D05033,D01293,P,91,unclassified,d0105
D05033,D01296,CI,92,unclassified,d0105
D05033,D01302,P,93,unclassified,d0105
D05033,D01324,P,94,unclassified,d0105
D05033,D01328,P,95,unclassified,d0105
D05033,D01347,CI,96,unclassified,d0105
D05033,D01355,CI,97,unclassified,d0105
D05033,D01358,CI,98,unclassified,d0105
D05033,D01383,CI,99,unclassified,d0105
D05033,D01386,P,100,unclassified,d0105
D05033,D01389,P,101,unclassified,d0105
D05033,D01399,P,102,unclassified,d0105
D05033,D01408,P,103,unclassified,d0105
D05033,D01451,P,104,unclassified,d0105
D05033,D01453,P,105,unclassified,d0105
D05033,D01481,P,106,unclassified,d0105
D05033,D01514,P,107,unclassified,d0105
D05033,D01564,P,108,unclassified,d0105
D05033,D01599,P,109,unclassified,d0105
D05033,D01657,P,110,unclassified,d0105
D05033,D01665,P,111,unclassified,d0105
D05033,D01744,P,112,unclassified,d0105
D05033,D01832,P,113,unclassified,d0105
D05033,D01854,P,114,unclassified,d0105
D05033,D01872,P,115,unclassified,d0105
D05033,D01875,P,116,unclassified,d0105
D05033,D01898,P,117,unclassified,d0105
D05033,D01903,P,118,unclassified,d0105
D05033,D02016,P,119,unclassified,d0105
D05033,D02034,CI,120,unclassified,d0105
D05033,D02064,P,121,unclassified,d0105
D05033,D02069,P,122,unclassified,d0105
D05033,D02076,P,123,unclassified,d0105
D05033,D02101,P,124,unclassified,d0105
D05033,D02102,P,125,unclassified,d0105
D05033,D02109,P,126,unclassified,d0105
D05033,D02234,P,127,unclassified,d0105
D05033,D02242,CI,128,unclassified,d0105
D05033,D02246,P,129,unclassified,d0105
D05033,D02247,P,130,unclassified,d0105
D05033,D02260,CI,131,unclassified,d0105
D05033,D02271,P,132,unclassified,d0105
D05033,D02408,CI,133,unclassified,d0105
D05033,D02409,P,134,unclassified,d0105
D05033,D02535,P,135,unclassified,d0105
D05033,D02562,CI,136,Target: MAOB,d0105
D05033,D02567,CI,137,unclassified,d0105
D05033,D02574,CI,138,unclassified,d0105
D05033,D03230,P,139,unclassified,d0105
D05033,D03250,P,140,unclassified,d0105
D05033,D03855,CI,141,unclassified,d0105
D05033,D04044,P,142,unclassified,d0105
D05033,D04052,P,143,unclassified,d0105
D05033,D04062,P,144,unclassified,d0105
D05033,D04081,P,145,unclassified,d0105
D05033,D04148,CI,146,unclassified,d0105
D05033,D04251,CI,147,unclassified,d0105
D05033,D04259,P,148,unclassified,d0105
D05033,D04261,P,149,unclassified,d0105
D05033,D04313,P,150,unclassified,d0105
D05033,D04340,P,151,unclassified,d0105
D05033,D04342,P,152,unclassified,d0105
D05033,D04364,P,153,unclassified,d0105
D05033,D04447,P,154,unclassified,d0105
D05033,D04475,P,155,unclassified,d0105
D05033,D04477,P,156,unclassified,d0105
D05033,D04539,P,157,unclassified,d0105
D05033,D04540,P,158,unclassified,d0105
D05033,D04547,P,159,unclassified,d0105
D05033,D04747,CI,160,unclassified,d0105
D05033,D04813,P,161,unclassified,d0105
D05033,D05462,P,162,unclassified,d0105
D05033,D06273,P,163,unclassified,d0105
D05033,D06553,P,164,unclassified,d0105
D05033,D06645,P,165,unclassified,d0105
D05033,D06698,P,166,unclassified,d0105
D05033,D06921,P,167,unclassified,d0105
D05033,D06927,P,168,unclassified,d0105
D05033,D06928,P,169,unclassified,d0105
D05033,D06951,P,170,unclassified,d0105
D05033,D06953,P,171,unclassified,d0105
D05033,D06955,P,172,unclassified,d0105
D05033,D06956,P,173,unclassified,d0105
D05033,D06987,P,174,unclassified,d0105
D05033,D06994,P,175,unclassified,d0105
D05033,D07041,P,176,unclassified,d0105
D05033,D07042,P,177,unclassified,d0105
D05033,D07043,P,178,unclassified,d0105
D05033,D07044,P,179,unclassified,d0105
D05033,D07045,P,180,unclassified,d0105
D05033,D07048,P,181,unclassified,d0105
D05033,D07080,P,182,unclassified,d0105
D05033,D07132,P,183,unclassified,d0105
D05033,D07523,P,184,unclassified,d0105
D05033,D07583,P,185,unclassified,d0105
D05033,D08080,P,186,unclassified,d0105
D05033,D08575,CI,187,unclassified,d0105
D05033,D08695,P,188,unclassified,d0105
D05033,D08769,P,189,unclassified,d0105
D05033,D08897,P,190,unclassified,d0105
D05033,D08923,P,191,unclassified,d0105
D05033,D09186,P,192,unclassified,d0105
D05033,D09319,P,193,unclassified,d0105
D05033,D09566,P,194,unclassified,d0105
D05033,D09592,P,195,unclassified,d0105
D05033,D09727,P,196,unclassified,d0105
D05033,D09744,P,197,unclassified,d0105
D05033,D09753,P,198,unclassified,d0105
D05033,D09756,P,199,unclassified,d0105
D05033,D09763,P,200,unclassified,d0105
D05033,D09780,P,201,unclassified,d0105
D05033,D09848,P,202,unclassified,d0105
D05033,D09889,P,203,unclassified,d0105
D05033,D09978,P,204,unclassified,d0105
D05033,D09999,CI,205,unclassified,d0105
D05033,D10159,P,206,unclassified,d0105
D05033,D10160,P,207,unclassified,d0105
D05033,D10179,P,208,unclassified,d0105
D05033,D10185,CI,209,unclassified,d0105
D05033,D10191,CI,210,Target: MAOB,d0105
D05033,D10195,P,211,unclassified,d0105
D05033,D10200,P,212,unclassified,d0105
D05033,D10252,P,213,unclassified,d0105
D05033,D10253,P,214,unclassified,d0105
D05033,D10293,P,215,unclassified,d0105
D05033,D10298,P,216,unclassified,d0105
D05033,D10317,P,217,unclassified,d0105
D05033,D10424,P,218,unclassified,d0105
D05033,D10459,P,219,unclassified,d0105
D05033,D10505,P,220,unclassified,d0105
D05033,D10570,P,221,unclassified,d0105
D05033,D10588,P,222,unclassified,d0105
D05033,D10743,P,223,unclassified,d0105
D05033,D10744,P,224,unclassified,d0105
D05033,D10825,P,225,unclassified,d0105
D05033,D10854,P,226,unclassified,d0105
D05033,D10897,P,227,unclassified,d0105
D05033,D10967,P,228,unclassified,d0105
D05033,D10999,P,229,unclassified,d0105
D05033,D11034,P,230,unclassified,d0105
D05033,D11064,P,231,unclassified,d0105
D05033,D11109,P,232,unclassified,d0105
D05033,D11290,P,233,unclassified,d0105
D05033,D11567,P,234,unclassified,d0105
D05033,D11807,P,235,unclassified,d0105
D05033,D11861,P,236,unclassified,d0105
D05033,D11862,P,237,unclassified,d0105
D05033,D12358,P,238,unclassified,d0105
D05033,D12437,P,239,unclassified,d0105
D05033,D13245,P,240,unclassified,d0105
D05039,D00076,P,1,unclassified,d0127
D05039,D00095,P,2,unclassified,d0127
D05039,D00216,P,3,unclassified,d0127
D05039,D00225,P,4,unclassified,d0127
D05039,D00228,CI,5,Enzyme: CYP2D6,d0127
D05039,D00252,P,6,unclassified,d0127
D05039,D00265,P,7,unclassified,d0127
D05039,D00267,P,8,unclassified,d0127
D05039,D00280,P,9,unclassified,d0127
D05039,D00283,P,10,unclassified,d0127
D05039,D00293,P,11,unclassified,d0127
D05039,D00295,P,12,CYP inhibition: CYP2D6,d0127
D05039,D00308,P,13,unclassified,d0127
D05039,D00311,P,14,unclassified,d0127
D05039,D00320,P,15,unclassified,d0127
D05039,D00336,P,16,unclassified,d0127
D05039,D00365,P,17,unclassified,d0127
D05039,D00367,CI,18,unclassified,d0127
D05039,D00387,P,19,unclassified,d0127
D05039,D00388,P,20,unclassified,d0127
D05039,D00402,P,21,unclassified,d0127
D05039,D00415,CI,22,Enzyme-Target: MAOA,d0127
D05039,D00451,CI,23,Enzyme-Target: MAOA,d0127
D05039,D00457,P,24,unclassified,d0127
D05039,D00474,P,25,unclassified,d0127
D05039,D00481,P,26,unclassified,d0127
D05039,D00506,P,27,unclassified,d0127
D05039,D00511,P,28,unclassified,d0127
D05039,D00520,CI,29,unclassified,d0127
D05039,D00531,P,30,unclassified,d0127
D05039,D00550,P,31,unclassified,d0127
D05039,D00563,CI,32,Enzyme: CYP2D6,d0127
D05039,D00593,P,33,unclassified,d0127
D05039,D00594,P,34,unclassified,d0127
D05039,D00605,P,35,unclassified,d0127
D05039,D00625,P,36,unclassified,d0127
D05039,D00633,P,37,unclassified,d0127
D05039,D00665,P,38,unclassified,d0127
D05039,D00666,P,39,CYP inhibition: CYP2D6,d0127
D05039,D00668,P,40,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0127
D05039,D00669,P,41,unclassified,d0127
D05039,D00672,P,42,unclassified,d0127
D05039,D00675,CI,43,unclassified,d0127
D05039,D00676,CI,44,Enzyme-Target: MAOA,d0127
D05039,D00677,P,45,unclassified,d0127
D05039,D00678,P,46,Enzyme: CYP2D6,d0127
D05039,D00694,P,47,unclassified,d0127
D05039,D00701,P,48,unclassified,d0127
D05039,D00713,P,49,unclassified,d0127
D05039,D00714,P,50,unclassified,d0127
D05039,D00720,P,51,unclassified,d0127
D05039,D00722,P,52,unclassified,d0127
D05039,D00744,P,53,unclassified,d0127
D05039,D00754,P,54,unclassified,d0127
D05039,D00765,P,55,unclassified,d0127
D05039,D00770,P,56,unclassified,d0127
D05039,D00785,CI,57,Enzyme: CYP2D6,d0127
D05039,D00787,P,58,unclassified,d0127
D05039,D00809,CI,59,Enzyme: CYP2D6,d0127
D05039,D00811,CI,60,Enzyme: CYP2D6,d0127
D05039,D00815,CI,61,Enzyme: CYP2D6,d0127
D05039,D00816,CI,62,Enzyme: CYP2D6,d0127
D05039,D00818,CI,63,Enzyme: CYP2D6,d0127
D05039,D00820,P,64,Enzyme: CYP2D6,d0127
D05039,D00821,CI,65,Enzyme: CYP2D6,d0127
D05039,D00824,CI,66,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0127
D05039,D00825,CI,67,unclassified,d0127
D05039,D00836,P,68,unclassified,d0127
D05039,D00839,P,69,unclassified,d0127
D05039,D00842,P,70,unclassified,d0127
D05039,D00944,P,71,unclassified,d0127
D05039,D00945,P,72,unclassified,d0127
D05039,D00947,P,73,unclassified,d0127
D05039,D01007,P,74,unclassified,d0127
D05039,D01008,CI,75,unclassified,d0127
D05039,D01021,CI,76,unclassified,d0127
D05039,D01022,P,77,unclassified,d0127
D05039,D01096,P,78,unclassified,d0127
D05039,D01107,CI,79,unclassified,d0127
D05039,D01111,P,80,unclassified,d0127
D05039,D01165,P,81,unclassified,d0127
D05039,D01179,CI,82,CYP inhibition: CYP2D6,d0127
D05039,D01226,P,83,unclassified,d0127
D05039,D01230,P,84,unclassified,d0127
D05039,D01245,P,85,unclassified,d0127
D05039,D01253,P,86,unclassified,d0127
D05039,D01268,P,87,unclassified,d0127
D05039,D01269,P,88,unclassified,d0127
D05039,D01277,P,89,unclassified,d0127
D05039,D01278,P,90,unclassified,d0127
D05039,D01280,P,91,unclassified,d0127
D05039,D01292,P,92,unclassified,d0127
D05039,D01293,P,93,unclassified,d0127
D05039,D01296,CI,94,unclassified,d0127
D05039,D01302,P,95,CYP inhibition: CYP2D6,d0127
D05039,D01324,P,96,Enzyme: CYP2D6,d0127
D05039,D01328,P,97,unclassified,d0127
D05039,D01347,CI,98,unclassified,d0127
D05039,D01355,CI,99,Enzyme: CYP2D6,d0127
D05039,D01358,CI,100,Enzyme: CYP2D6,d0127
D05039,D01383,CI,101,unclassified,d0127
D05039,D01386,P,102,unclassified,d0127
D05039,D01389,P,103,unclassified,d0127
D05039,D01399,P,104,unclassified,d0127
D05039,D01408,P,105,unclassified,d0127
D05039,D01451,P,106,unclassified,d0127
D05039,D01453,P,107,unclassified,d0127
D05039,D01481,P,108,Enzyme: CYP2D6,d0127
D05039,D01514,P,109,unclassified,d0127
D05039,D01564,P,110,unclassified,d0127
D05039,D01599,P,111,unclassified,d0127
D05039,D01657,P,112,unclassified,d0127
D05039,D01665,P,113,unclassified,d0127
D05039,D01744,P,114,unclassified,d0127
D05039,D01832,P,115,unclassified,d0127
D05039,D01854,P,116,unclassified,d0127
D05039,D01872,P,117,unclassified,d0127
D05039,D01875,P,118,unclassified,d0127
D05039,D01898,P,119,Enzyme: CYP2D6,d0127
D05039,D01903,P,120,unclassified,d0127
D05039,D02016,P,121,Enzyme: CYP2D6,d0127
D05039,D02034,CI,122,unclassified,d0127
D05039,D02064,P,123,unclassified,d0127
D05039,D02069,P,124,unclassified,d0127
D05039,D02076,P,125,unclassified,d0127
D05039,D02101,P,126,Enzyme: CYP2D6,d0127
D05039,D02102,P,127,Enzyme: CYP2D6,d0127
D05039,D02106,P,128,unclassified,d0127
D05039,D02109,P,129,unclassified,d0127
D05039,D02234,P,130,unclassified,d0127
D05039,D02242,CI,131,Enzyme: CYP2D6,d0127
D05039,D02246,P,132,unclassified,d0127
D05039,D02247,P,133,unclassified,d0127
D05039,D02260,CI,134,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0127
D05039,D02271,P,135,unclassified,d0127
D05039,D02408,CI,136,unclassified,d0127
D05039,D02409,P,137,unclassified,d0127
D05039,D02484,P,138,unclassified,d0127
D05039,D02535,P,139,unclassified,d0127
D05039,D02562,CI,140,unclassified,d0127
D05039,D02567,CI,141,Enzyme: CYP2D6 / CYP inhibition: CYP2D6,d0127
D05039,D02574,CI,142,Enzyme: CYP2D6,d0127
D05039,D03230,P,143,unclassified,d0127
D05039,D03250,P,144,unclassified,d0127
D05039,D03855,CI,145,unclassified,d0127
D05039,D04044,P,146,unclassified,d0127
D05039,D04052,P,147,unclassified,d0127
D05039,D04062,P,148,unclassified,d0127
D05039,D04081,P,149,unclassified,d0127
D05039,D04148,CI,150,Enzyme: CYP2D6,d0127
D05039,D04251,CI,151,unclassified,d0127
D05039,D04259,P,152,unclassified,d0127
D05039,D04261,P,153,unclassified,d0127
D05039,D04313,P,154,Enzyme: CYP2D6,d0127
D05039,D04342,P,155,unclassified,d0127
D05039,D04364,P,156,unclassified,d0127
D05039,D04447,P,157,unclassified,d0127
D05039,D04475,P,158,unclassified,d0127
D05039,D04477,P,159,unclassified,d0127
D05039,D04539,P,160,unclassified,d0127
D05039,D04540,P,161,unclassified,d0127
D05039,D04547,P,162,unclassified,d0127
D05039,D04747,CI,163,unclassified,d0127
D05039,D04813,P,164,unclassified,d0127
D05039,D05462,P,165,unclassified,d0127
D05039,D05928,P,166,CYP inhibition: CYP2D6,d0127
D05039,D06273,P,167,unclassified,d0127
D05039,D06405,P,168,unclassified,d0127
D05039,D06553,P,169,unclassified,d0127
D05039,D06645,P,170,unclassified,d0127
D05039,D06698,P,171,unclassified,d0127
D05039,D06921,P,172,unclassified,d0127
D05039,D06927,P,173,unclassified,d0127
D05039,D06928,P,174,unclassified,d0127
D05039,D06951,P,175,unclassified,d0127
D05039,D06953,P,176,unclassified,d0127
D05039,D06955,P,177,unclassified,d0127
D05039,D06956,P,178,unclassified,d0127
D05039,D06987,P,179,unclassified,d0127
D05039,D06994,P,180,unclassified,d0127
D05039,D07041,P,181,unclassified,d0127
D05039,D07042,P,182,unclassified,d0127
D05039,D07043,P,183,unclassified,d0127
D05039,D07044,P,184,unclassified,d0127
D05039,D07045,P,185,unclassified,d0127
D05039,D07048,P,186,unclassified,d0127
D05039,D07080,P,187,unclassified,d0127
D05039,D07132,P,188,unclassified,d0127
D05039,D07583,P,189,unclassified,d0127
D05039,D08080,P,190,unclassified,d0127
D05039,D08575,CI,191,Enzyme: CYP2D6,d0127
D05039,D08695,P,192,Enzyme: CYP2D6,d0127
D05039,D08769,P,193,unclassified,d0127
D05039,D08897,P,194,unclassified,d0127
D05039,D08923,P,195,Enzyme: CYP2D6,d0127
D05039,D09186,P,196,unclassified,d0127
D05039,D09319,P,197,unclassified,d0127
D05039,D09535,P,198,CYP inhibition: CYP2D6,d0127
D05039,D09566,P,199,unclassified,d0127
D05039,D09592,P,200,unclassified,d0127
D05039,D09701,P,201,unclassified,d0127
D05039,D09727,P,202,unclassified,d0127
D05039,D09744,P,203,unclassified,d0127
D05039,D09753,P,204,unclassified,d0127
D05039,D09756,P,205,CYP inhibition: CYP2D6,d0127
D05039,D09763,P,206,unclassified,d0127
D05039,D09780,P,207,unclassified,d0127
D05039,D09848,P,208,unclassified,d0127
D05039,D09889,P,209,unclassified,d0127
D05039,D09894,P,210,Enzyme: CYP2D6,d0127
D05039,D09978,P,211,unclassified,d0127
D05039,D09999,CI,212,Enzyme: CYP2D6,d0127
D05039,D10003,P,213,CYP induction: CYP2D6,d0127
D05039,D10159,P,214,unclassified,d0127
D05039,D10160,P,215,unclassified,d0127
D05039,D10179,P,216,Enzyme: CYP2D6,d0127
D05039,D10185,CI,217,Enzyme: CYP2D6,d0127
D05039,D10191,CI,218,Enzyme-Target: MAOA,d0127
D05039,D10195,P,219,unclassified,d0127
D05039,D10200,P,220,unclassified,d0127
D05039,D10253,P,221,unclassified,d0127
D05039,D10298,P,222,unclassified,d0127
D05039,D10317,P,223,unclassified,d0127
D05039,D10424,P,224,unclassified,d0127
D05039,D10459,P,225,unclassified,d0127
D05039,D10505,P,226,unclassified,d0127
D05039,D10570,P,227,unclassified,d0127
D05039,D10588,P,228,unclassified,d0127
D05039,D10743,P,229,unclassified,d0127
D05039,D10744,P,230,unclassified,d0127
D05039,D10854,P,231,unclassified,d0127
D05039,D10897,P,232,unclassified,d0127
D05039,D10967,P,233,unclassified,d0127
D05039,D10999,P,234,unclassified,d0127
D05039,D11027,P,235,unclassified,d0127
D05039,D11034,P,236,unclassified,d0127
D05039,D11064,P,237,unclassified,d0127
D05039,D11109,P,238,unclassified,d0127
D05039,D11290,P,239,unclassified,d0127
D05039,D11296,P,240,unclassified,d0127
D05039,D11567,P,241,unclassified,d0127
D05039,D11674,P,242,CYP inhibition: CYP2D6,d0127
D05039,D11708,P,243,unclassified,d0127
D05039,D11807,P,244,unclassified,d0127
D05039,D11861,P,245,unclassified,d0127
D05039,D11862,P,246,unclassified,d0127
